1,Parlament,f
2,Ihnen,f
3,Sie,f
4,Bürger,f
5,Mitgliedstaat,f
6,Aussprache,f
7,Tag,f
8,Das,f
9,Kollegin,f
10,Kollege,f
11,Sturm,f
12,Land,f
13,Union,f
14,Sich,f
15,Frau,f
16,Präsidentin,f
17,Es,f
18,Die,f
19,Zeit,f
20,Herr,f
21,Der,f
22,Monat,f
23,Kraft,f
24,Lösung,f
25,Situation,f
26,Initiative,f
27,Haus,f
28,Vorschlag,f
29,Mir,f
30,Artikel,f
31,Zusammenhang,f
32,Frage,f
33,Angelegenheit,f
34,Absatz,f
35,Art,f
36,Grundsatz,f
37,Dokument,f
38,Dem,f
39,Bericht,f
40,Dies,f
41,D.,f
42,Beginn,f
43,Staat,f
44,Woche,f
45,Mann,f
46,Mitglied,f
47,Linie,f
48,Institution,f
49,Wir,f
50,Dank,f
51,Sinn,f
52,Position,f
53,Fall,f
54,Uns,f
55,Alle,f
56,Gericht,f
57,Ihn,f
58,Zugang,f
59,Recht,f
60,Er,f
61,Ergebnis,f
62,Grundlage,f
63,Programm,f
64,Schutz,f
65,Beschluß,f
66,Wort,f
67,Jahr,f
68,Sorge,f
69,Punkt,f
70,Tagesordnung,f
71,Wahl,f
72,Mal,f
73,Nichts,f
74,Regel,f
75,Diese,f
76,Wert,f
77,Rechtsvorschrift,f
78,Anfrage,f
79,Stellungnahme,f
80,Dienst,f
81,Meinung,f
82,Sitzung,f
83,Entscheidung,f
84,Erklärung,f
85,Lage,f
86,Alles,f
87,Mehrheit,f
88,Vergangenheit,f
89,Gefahr,f
90,Was,f
91,EU,f
92,Kosten,f
93,Mensch,f
94,Prüfung,f
95,Konferenz,f
96,Präsident,f
97,Änderung,f
98,Fraktion,f
99,Kommission,f
100,Ziel,f
101,Antrag,f
102,Prodi,f
103,Partei,f
104,Europa,f
105,Zustimmung,f
106,Bedeutung,f
107,Organ,f
108,Vertrag,f
109,Tätigkeit,f
110,Vertrauen,f
111,Ihm,f
112,Entschließung,f
113,Abstimmung,f
114,Einige,f
115,Ansicht,f
116,Verantwortung,f
117,Rede,f
118,Form,f
119,Kenntnis,f
120,Februar,f
121,Grund,f
122,Vereinbarung,f
123,Den,f
124,Reform,f
125,Text,f
126,Beifall,f
127,Man,f
128,Debatte,f
129,Vorsitzend,f
130,Stimme,f
131,Anderen,f
132,Sache,f
133,Etwas,f
134,Prozeß,f
135,Strategie,f
136,Verfahren,f
137,Weg,f
138,Inhalt,f
139,Empfehlung,f
140,Name,f
141,Information,f
142,Steuer,f
143,Einen,f
144,Rat,f
145,Öffentlichkeit,f
146,Tat,f
147,Präsidentschaft,f
148,Mich,f
149,Abschluß,f
150,Möglichkeit,f
151,Ding,f
152,Protokoll,f
153,Auffassung,f
154,Ausschuß,f
155,Regionalpolitik,f
156,Verkehr,f
157,Standpunkt,f
158,Hinblick,f
159,Richtlinie,f
160,Gut,f
161,Straße,f
162,Kommissarin,f
163,Forderung,f
164,Person,f
165,Mehr,f
166,Sicherheit,f
167,Änderungsantrag,f
168,Regelung,f
169,Umsetzung,f
170,Zeitraum,f
171,Denen,f
172,Schaden,f
173,Katastrophe,f
174,Grenze,f
175,Antwort,f
176,Verfügung,f
177,Bereich,f
178,Thema,f
179,Zukunft,f
180,Erika,f
181,Diejenigen,f
182,Berichterstatter,f
183,Instrument,f
184,Viel,f
185,Bemerkung,f
186,Ihr,f
187,Problem,f
188,Aufmerksamkeit,f
189,Schiff,f
190,Kontrolle,f
191,%,f
192,Teil,f
193,Unternehmen,f
194,Schwierigkeit,f
195,Stelle,f
196,Reihe,f
197,Arbeit,f
198,Priorität,f
199,Gesellschaft,f
200,Deren,f
201,Hinsicht,f
202,Österreich,f
203,Rolle,f
204,Zusammenarbeit,f
205,Verbesserung,f
206,Bezug,f
207,Gruppe,f
208,Zeitpunkt,f
209,Beitrag,f
210,Abgeordneter,f
211,Dame,f
212,Anstrengung,f
213,Prinzip,f
214,Ausdruck,f
215,Uhr,f
216,Anwendung,f
217,Entwicklung,f
218,Diskussion,f
219,Gemeinschaft,f
220,Bestimmung,f
221,Vorschrift,f
222,Gebiet,f
223,Notwendigkeit,f
224,Transparenz,f
225,Interesse,f
226,Region,f
227,Schritt,f
228,Plenum,f
229,Sicht,f
230,Bedingung,f
231,Folge,f
232,Voraussetzung,f
233,Binnenmarkt,f
234,Tatsache,f
235,Auswirkung,f
236,Rahmen,f
237,Nation,f
238,Verhandlung,f
239,Weise,f
240,Koordinierung,f
241,Strukturfonds,f
242,Mitteilung,f
243,Leitlinie,f
244,Zweifel,f
245,Unterstützung,f
246,Erfolg,f
247,Regierung,f
248,Zahl,f
249,Sektor,f
250,Mittel,f
251,Berichterstatterin,f
252,Schlußfolgerung,f
253,Ort,f
254,Maßnahme,f
255,Politik,f
256,Arbeitsplatz,f
257,Dienstleistung,f
258,Erachten,f
259,Energie,f
260,Förderung,f
261,Beschäftigung,f
262,Schaffung,f
263,Zusammenhalt,f
264,Idee,f
265,Kommissar,f
266,Landwirtschaft,f
267,Herausforderung,f
268,Veränderung,f
269,Bevölkerung,f
270,Raum,f
271,Kultur,f
272,Aspekt,f
273,Dialog,f
274,Allem,f
275,Gemeinschaftsinitiative,f
276,Fonds,f
277,Verwaltung,f
278,Einsatz,f
279,Minister,f
280,Kommissionsmitglied,f
281,Verordnung,f
282,Durchführung,f
283,Unterschied,f
284,Randlage,f
285,Stadt,f
286,Projekt,f
287,Hilfe,f
288,Dessen,f
289,Vertreter,f
290,Arbeitslosigkeit,f
291,Gelegenheit,f
292,Ende,f
293,Dimension,f
294,Erfahrung,f
295,Ansatz,f
296,Verwendung,f
297,Beziehung,f
298,Einrichtung,f
299,Bekämpfung,f
300,Richtung,f
301,Amsterdam,f
302,Viele,f
303,Seite,f
304,Erweiterung,f
305,Absicht,f
306,Ebene,f
307,Beispiel,f
308,System,f
309,Aufgabe,f
310,Globalisierung,f
311,Wirtschaft,f
312,Beteiligung,f
313,Geld,f
314,Hand,f
315,Ausrichtung,f
316,Effizienz,f
317,Ausführung,f
318,Struktur,f
319,Bedenken,f
320,Eine,f
321,Maß,f
322,Einführung,f
323,Tampere,f
324,Frankreich,f
325,Fortschritt,f
326,Argument,f
327,Bemühung,f
328,Beihilfe,f
329,Behörde,f
330,Wille,f
331,Haltung,f
332,Leben,f
333,Arbeitnehmer,f
334,Wer,f
335,Wettbewerbspolitik,f
336,Währung,f
337,Weißbuch,f
338,Nr.,f
339,Regierungskonferenz,f
340,Wettbewerb,f
341,Markt,f
342,Zuständigkeit,f
343,Euro,f
344,Anerkennung,f
345,Entwurf,f
346,Million,f
347,Gerichtshof,f
348,Verbraucher,f
349,Verpflichtung,f
350,Welt,f
351,Volk,f
352,Diskriminierung,f
353,Integration,f
354,Solidarität,f
355,Brüssel,f
356,Freiheit,f
357,Irland,f
358,Entlastung,f
359,Umwelt,f
360,OLAF,f
361,Justiz,f
362,Entschließungsantrag,f
363,Van,f
364,Hulten,f
365,Agenda,f
366,Aktion,f
367,Türkei,f
368,Fahrzeug,f
369,Vorsorgeprinzip,f
370,Auto,f
371,Kosovo,f
372,Lebensmittelsicherheit,f
373,Menschenrecht,f
374,Frieden,f
375,Kommissionspräsident,f
376,EQUAL,f
377,LEADER,f
378,Geschichte,f
379,Demokratie,f
380,Israel,f
381,Ratspräsidentschaft,f
382,Ratspräsident,f
383,INTERREG,f
384,Haider,f
385,Hersteller,f
386,Altfahrzeug,f
387,URBAN,f
